,,,,,,,
BRAND,NAME,ORI,CN,CODE,QTY,AED,USD
KAYALI,OUDGASM ROSE OUD 16 EAU DE PARFUME INTENSE,,OUDGASM ROSE OUD 16 EAU DE PARFUME INTENSE,240845,1.00KG,850,$ 232
KAYALI,YUM BOWJEE MARSHAMALLOW,,YUM BOWJEE MARSHAMALLOW 81,240695,1.00KG,850,$ 232
KAYALI,SWEET DIAMOND PINK PEPPER 25,,SWEET DIAMOND PINK PEPPER 25,240660,1.00KG,850,$ 232
KAYALI,UTOPIA VANILLA COCO 21,,UTOPIA VANILLA COCO 21,240659,1.00KG,850,$ 232
KAYALI,"MAUI IN A BOTTLE SWEET
BANANA 37",,"MAUI IN A BOTTLE SWEET
BANANA 37",240553,1.00KG,850,$ 232
KAYALI,"VANILLA CANDY ROCK
SUGARED TOP",,"VANILLA CANDY ROCK
SUGARED TOP",240378,1.00KG,1000,$ 273
KAYALI,YUM PISTACHIO GELATO 33,,YUM PISTACHIO GELATO 33,240258,1.00KG,785,$ 215
KAYALI,"LOVEFEST BURNING CHERRY
48",,"LOVEFEST BURNING
CHERRY 48",240344,1.00KG,300,$ 82
KAYALI,ELIXIR 11,,ELIXIR 11,3000388,1.00KG,300,$ 82
KAYALI,MUSK 12,,MUSK 12,3000389,1.00KG,300,$ 82
KAYALI,"EDEN JUICE APPLE O1 EAU
DE PARFUM",,"EDEN JUICE APPLE O1 EAU
DE PARFUM",240345,1.00KG,350,$ 96
KAYALI,VANILLA 28,,VANILLA 28,240049,1.00KG,330,$ 90
KAYALI,DEJA VU WHITE FLOWER 57 TOP,,DEJA VU WHITE FLOWER 57 TOP,240708,1.00KG,850,$ 232
KAYALI FRAGRANCES,ROYALE SUGARED PATCHOULI 64 INTENSE,,ROYALE SUGARED PATCHOULI 64 INTENSE,240506,1.00KG,850,$ 232
KAYALI,OUDGASM SMOKY OUD 07,,OUDGASM SMOKY OUD 07,240503,1.00KG,700,$ 191
KAYALI,INVITE ONLY AMBER 23,,INVITE ONLY AMBER 23,240483,1.00KG,1100,$ 301
KAYALI FRAGRANCES,EDEN SPARKLING LYCHEE 39,,EDEN SPARKLING LYCHEE 39,240576,1.00KG,750,$ 205
KAYALI FRAGRANCES,OUDGASM CAFÉ OUD 19 PARFUM INTENSE,,OUDGASM CAFÉ OUD 19 PARFUM INTENSE,240294,1.00KG,1200,$ 327
"KAYALI
FRAGRANCES","OUDGASM VANILLA OUD 36
PARFUM INTENSE",,"OUDGASM VANILLA OUD
36 PARFUM INTENSE",240293,1.00KG,1200,$ 327
KENZO,L EAU PAR POUR HOMME,,L EAU PAR POUR HOMME,240165,1.00KG,480,$ 131
KENZO,L EAU PURE,,L EAU PURE,250419,1.00KG,700,$ 191
KENZO,HOMME INDIGO,,HOMME INDIGO,250339,1.00KG,850,$ 232
KENZO,FLOWER BY KENZO CHERRY,,FLOWER BY KENZO CHERRY,250101,1.00KG,850,$ 232
KENZO,KENZO WORLD INTENSE,LZ,BOUNDLESS SEA,503511,1.00KG,440,$ 120
KENZO,PERFUME D'ETE,LZ,SUMMER DREAM,381487-A,1.00KG,275,$ 75
KENZO,POUR HOMME,,POUR HOMME,240059,1.00KG,480,$ 131
KENZO,AQUA KENZO POUR LUI,,AQUA KENZO POUR LUI,3000391,1.00KG,275,$ 75
KENZO,KENZO AMOUR,,KENZO AMOUR,3000392,1.00KG,310,$ 85
KENZO,KENZO FLOWER,,KENZO FLOWER,3000393,1.00KG,275,$ 75
KENZO,KENZO JUNGLE,,KENZO JUNGLE,3000394,1.00KG,275,$ 75
KENZO,KENZO HOMME MARINE,,KENZO HOMME MARINE,3000395,1.00KG,350,$96
KILIAN,ANGEL SHARE ROCK,,ANGEL SHARE ROCK,250271,1.00KG,850,$232
KILIAN,STRAIGHT TO HEAVEN,,STRAIGHT TO HEAVEN,250145,1.00KG,850,$232
KILIAN,MOONLIGHT IN HEAVEN,,MOONLIGHT IN HEAVEN,240918,1.00KG,1000,$273
KILIAN,SINGLE MALT,,SINGLE MALT,240872,1.00KG,850,$232
KILIAN,ANGELS SHARE PARADISE,,ANGELS SHARE PARADISE,240822,1.00KG,1300,$355
KILIAN,PRINCESS,,PRINCESS,240810,1.00KG,850,$232
KILIAN,SMOKE LIKE HOT,,SMOKE LIKE HOT,240698,1.00KG,850,$232
KILIAN,DANGEROUES IN LOVE,,DANGEROUES IN LOVE,240696,1.00KG,1000,$273
KILIAN,OLD FASHOINED TOP,,OLD FASHOINED TOP,240688,1.00KG,850,$232
KILIAN,OLD FASHOINED,,OLD FASHOINED,240523,1.00KG,700,$191
KILIAN,SUNKISSED GODDESS,,SUNKISSED GODDESS,240383,1.00KG,900,$245
KILIAN,AMBER OUD,LZ,ORIENTAL MELODY,233927,1.00KG,610,$ 167
KILIAN,BACK TO BACK,LZ,DEEP SEDUCTION,233663,1.00KG,550,$ 150
KILIAN,"BAD BOYS ARE NO GOOD
BUT",LZ,LOVE EXPRESSION,353634,1.00KG,610,$ 167
KILIAN,DARK LORD,LZ,BLINDFOLDED,343760,1.00KG,530,$ 145
KILIAN,DARK LORD,LZ,BLINDFOLDED,343760-B,1.00KG,350,$ 96
KILIAN,FORBIDDEN GAMES,LZ,TRIBUTE,342767-A,1.00KG,390,$ 107
KILIAN,GOLD KNIGHT,LZ,LANCELOT,461376,1.00KG,550,$ 150
KILIAN,"GOOD GIRL GONE BAD
EXTREME",LZ,SECRET SEDUCTION,339378,1.00KG,550,$ 150
KILIAN,KILLING ME SLOWLY,LZ,POISONED LOVE,339480,1.00KG,550,$ 150
KILIAN,ROLLING IN LOVE,LZ,TASHKENT MULE,503694,1.00KG,550,$ 150
BRAND,NAME,ORI,CN,CODE,QTY,AED,USD
KILIAN,VODKA ON THE ROCKS,LZ,MOSCOW MULE,461342,1.00KG,720,$ 197
KILIAN,WOMAN IN GOLD,LZ,LUXURY LADY,461343,1.00KG,610,$ 167
KILIAN,WHITE HEAVEN,LZ,KRISTAL,342203,1.00KG,440,$ 120
KILIAN,BAMBOO HARMONY,LZ,LUCKY PANDA,343735,1.00KG,610,$ 167
KILIAN,KISSES DON'T LIE,LZ,RUSSIAN EGG,260778,1.00KG,500,$ 137
KILIAN,BLACK PHANTHOM TOP,,BLACK PHANTHOM TOP,240627,1.00KG,1300,$ 355
KILIAN,"BLACK PHANTOM MIMENTO
MORI",LZ,DARK SKULL,342796,1.00KG,550,$ 150
KILIAN,INTOXICATED TOP,LZ,INTOXICATED TOP,240402,1.00KG,550,$ 150
KILIAN,ANGELS SHARE,,ANGELS SHARE,240174,1.00KG,1100,$ 301
KILIAN,ROSES ON ICE,LZ,SATURDAY NIGHT,339948-A,1.00KG,500,$ 137
KILIAN,A KISS FROM A ROSE,LZ,RUZHA,233490,1.00KG,610,$ 167
KILIAN,LIGHT MY FIRE,LZ,LIHTAR,680229,1.00KG,550,$ 150
KILIAN,"STRAIGHT TO HEAVEN OUD
AND",LZ,DIAMOND BLEND,343902,1.00KG,940,$ 257
KILIAN,PERAL OUD,LZ,AMA,343921,1.00KG,610,$ 167
KILIAN,ROYAL LEATHER,LZ,GLOG,233521,1.00KG,610,$ 167
KILIAN,"PLAYING WITH THE DEVIL
TOP",,"PLAYING WITH THE DEVIL
TOP",240428,1.00KG,900,$ 245
KILIAN,MUSK BUTTERFLY,LZ,TOUCH OF FEELING,354111,1.00KG,750,$ 205
KILIAN,MUSK BUTTERFLY TOP,LZ,TOUCH OF FEELING,354111-T,1.00KG,1100,$ 301
KILIAN,"LOVE DON'T BE SHY -ROSE &
OUD",LZ,THE LANGUAGE OF LOVE,700989,1.00KG,1300,$ 355
KILIAN,CAN'T STOP LOVING YOU,LZ,AL WAYS IN MY MIND,354275,1.00KG,950,$ 260
KILIAN,CAN'T STOP LOVING YOU,LZ,AL WAYS IN MY MIND,354275-A,1.00KG,700,$ 191
KILIAN,"BLUE MOON GINGER DASH
TOP",LZ,BEACH NIGHT,336349-T,1.00KG,940,$ 257
KILIAN,SMOKING HOT,,SMOKING HOT,240122,1.00KG,1200,$327
KILIAN,GOLD OUD KILIAN,,GOLD OUD KILIAN,3000396,1.00KG,310,$ 85
KILIAN,GOOD GIRL GONE BAD TOP,,GOOD GIRL GONE BAD,240098,1.00KG,950,$ 260
KILIAN,"LOVE DON'T SHY AMBER &
OUD",,"LOVE DON'T SHY AMBER &
OUD",3000397,1.00KG,370,$101
KILLAN,L'HEURE VERTE,LZ,WORLD OF WONDERS,702860,1.00KG,1000,$ 273
KILLAN,"APPLE BRANDY ON THE
ROCKS",LZ,NIGHT TO REMEMBER,702859-T,1.00KG,770,$ 210
KILLIAN,APPLE BRANDY,LZ,BOWMORE,342760,1.00KG,390,$ 107
KILLIAN,GOOD GIRL GONE BAD,LZ,SECRET INFLUENCE,232017,1.00KG,660,$ 180
KILLIAN,IN THE CITY OF SIN,LZ,BABYLON,338984,1.00KG,550,$ 150
KILLIAN,LOVE DONT BE SHY TOP,,LOVE DONT BE SHY TOP,240868,1.00KG,1200,$ 327
KILLIAN,LOVE DON’T BE SHY,LZ,VELVET LOVE,232021,1.00KG,550,$ 150
KILLIAN,WHITE HEAVEN TOP,LZ,KRISTAL,342203-T,1.00KG,770,$ 210
KILLIAN,"KOLOGNE .SHIELD OF
PROTECTION",LZ,WRAP ME IN YOUR ARMS,462286,1.00KG,600,$ 164
KILLIAN,BAD BOYS ARE NO GOOD BUT,,BAD BOYS ARE NO GOOD BUT,3000398,1.00KG,610,$ 167
KILLIAN,MUSK OUD BY KILLIAN,,MUSK OUD BY KILLIAN,3000399,1.00KG,610,$ 167
KILLIAN,TO BE A PRINCESS,,TO BE A PRINCESS,3000400,1.00KG,610,$ 167
KINSKI,KINSKI,LZ,KEEN ACTOR,400058-T,1.00KG,1100,$ 301
LUSH,PUMPKIN SPICE,,PUMPKIN SPICE,250423,1.00KG,700,$ 191
LUSH,CHERRYISH,,CHERRYISH,250342,1.00KG,440,$ 120
LOEWE,AIRE SUTILEZA,,AIRE SUTILEZA,250276,1.00KG,450,$ 123
LABORATORIO,VANAGLORIA,,VANAGLORIA,240791,1.00KG,1900,$ 519
"LABDANUM SUPER
ABS",LABDANUM SUPER ABS,,LABDANUM  SUPER  ABS,3000401,1.00KG,1100,$ 301
LIQUIDES IMAGINAIRES,BLANCHE BETE,,BLANCHE BETE,240881,1.00KG,1500,$ 409
LIQUIDES IMAGINAIRES,DAM ROSA,,DAM ROSA,240828,1.00KG,1300,$ 355
LIQUIDES IMAGINAIRES,LIQUIDE LES,,LIQUIDE LES,240707,1.00KG,1600,$ 464
LACOSTE,l.12.12 SILVER GREY,,l.12.12 SILVER GREY,250222,1.00KG,1000,$ 273
LACOSTE,TOUCH OF PINK,,TOUCH OF PINK,240714,1.00KG,580,$ 158
LACOSTE,L.12.12.ROUGE,LZ,REDSTONE,230245-A,1.00KG,275,$ 75
LACOSTE,LACOSTE POUR FEMME,LZ,LADIES VOLLEY,260894,1.00KG,275,$ 75
LACOSTE,"EAU DE LACOSTE L.12.12
BLANC",LZ,SIMPLIFY,558483-A,1.00KG,275,$ 75
LACOSTE,WHITE,LZ,SIMPLIFY,693257-A,1.00KG,330,$ 90
LACOSTE,"EAU DE LACOSTE L12.12
FAICHE",,"EAU DE LACOSTE L12.12
FAICHE",3000402,1.00KG,275,$ 75
LACOSTE,"EAU DE LACOSTE L12.12
FAICHE",,"EAU DE LACOSTE L12.12
FAICHE",3000403,1.00KG,275,$ 75
BRAND,NAME,ORI,CN,CODE,QTY,AED,USD
LACOSTE,LACOSTE CHALLENGE,,LACOSTE CHALLENGE,3000403,1.00KG,275,$ 75
LACOSTE,LACOSTE ESSENTIAL SPORT,,LACOSTE ESSENTIAL SPORT,240346,1.00KG,700,$ 191
LACOSTE,LACOSTE JOY OF PINK,,LACOSTE JOY OF PINK,3000404,1.00KG,275,$ 75
LACOSTE,LACOSTE POUR FEMME,,LACOSTE POUR FEMME,3000405,1.00KG,275,$ 75
LACOSTE,LACOSTE SENSUAL,,LACOSTE SENSUAL,3000406,1.00KG,275,$ 75
LACOSTE,LACOSTE STYLE IN PLAY,,LACOSTE STYLE IN PLAY,3000407,1.00KG,275,$ 75
LACOSTE,LACOSTE WHITE,,LACOSTE WHITE,3000408,1.00KG,275,$ 75
LALIQUE,ENCRE NOIRE TOP,,ENCRE NOIRE TOP,240848,1.00KG,700,$ 191
LALIQUE,"L,AMOUR",,"L,AMOUR",3000411,1.00KG,275,$ 75
LALIQUE,"LE PARFUM, LALIQUE RED",,"LE PARFUM, LALIQUE RED",3000412,1.00KG,275,$ 75
LALIQUE,SATINE,,SATINE,3000413,1.00KG,275,$ 75
LALIQUE,WHITE,,WHITE,3000414,1.00KG,275,$ 75
LANCOM,IDOLE PEACH N ROSES,,IDOLE PEACH N ROSES,250376,1.00KG,1200,$ 327
LANCOM,IDOLE POWER,,IDOLE POWER,250372,1.00KG,1500,$ 409
LANCOM,OFF NOW,,OFF NOW,250224,1.00KG,1000,$ 273
LANCOM,ABSOLU ROSE FROM THE DARK,,ABSOLU ROSE FROM THE DARK,250221,1.00KG,1100,$ 301
LANCOM,LA NUIT TRESOR VANILE NOIRE,,LA NUIT TRESOR VANILE,240824,1.00KG,850,$ 232
LANCOM,ABSOLUE OUD BOUQUET,,ABSOLUE OUD BOUQUET,240637,1.00KG,700,$ 191
LANCOM,LA VIE EST BELLE L'ELIXIR,,LA VIE EST BELLE L'ELIXIR,240527,1.00KG,550,$ 150
LANCOM,POEME,,POEME,240353,1.00KG,900,$ 245
LANCOM,LA VIE EST BELLE VANILLA NUDE,,LA VIE EST BELLE VANILLA NUDE,250330,1.00KG,850,$ 232
LANCOM,LA VIE EST BELLE TOP,,LA VIE EST BELLE TOP,240492,1.00KG,580,$ 158
LANCOM,"LA VIE EST BELLE,LANCOM",LZ,THIS IS JULIA,701759-C,1.00KG,275,$ 75
LANCOM,OUD BOUQUET,LZ,ORIENTAL BUNCH,2302076-D,1.00KG,290,$ 79
LANCOM,HYPNOSE,,HYPNOSE,3000415,1.00KG,390,$ 107
LANCOM,IDOLE TOP,,IDOLE TOP,240671,1.00KG,1100,$ 301
LANCOM,IDOLE LE PARFUM TOP,,IDOLE LE PARFUM,240091,1.00KG,1100,$ 301
LANCOM,IDOLE L'INTENSE,,IDOLE L'INTENSE,3000416,1.00KG,390,$ 107
LANCOM,LA NUIT TRESOR A LA FOLIE,,LA NUIT TRESOR A LA FOLIE,3000417,1.00KG,275,$ 75
LANCOM,LA NUIT TRESOR LANCOM,,LA NUIT TRESOR LANCOM,3000418,1.00KG,275,$ 75
LANCOM,LA VIE EST BELLE EDP I'ECLAT,,LA VIE EST BELLE EDP I'ECLAT,3000419,1.00KG,275,$ 75
LANCOM,LA VIE EST BELLE EN ROSE,,LA VIE EST BELLE EN ROSE,3000420,1.00KG,275,$ 75
LANCOM,"LA VIE EST BELLE,LANCOM",,"LA VIE EST BELLE,LANCOM",3000421,1.00KG,275,$ 75
LANCOM,LANCOME HYPNOSE,,LANCOME HYPNOSE,3000422,1.00KG,275,$ 75
LANCOM,OUD BOUQUET LANCOM,,OUD BOUQUET LANCOM,3000423,1.00KG,275,$ 75
LANCOM,TRESOR MIDNIGHT ROSE TOP,,TRESOR MIDNIGHT ROSE TOP,240347,1.00KG,580,$ 158
LANCOM,LA NUIT TRESOR NUDE,,LA NUIT TRESOR NUDE,3000424,1.00KG,275,$ 75
LANCOM,IDOLE NOW,,IDOLE NOW,3000425,1.00KG,275,$75
LANCOME,OUD BOUQUET,LZ,ORIENTAL BUNCH,232076 A,1.00KG,450,$ 123
LANCOME,IDOLE AURA,,IDOLE AURA,3000426,1.00KG,330,$ 90
LANVIN,ECLAT,LZ,SCANDAL,236025,1.00KG,420,$ 115
LANVIN,MARRY ME,LZ,FIANCEE,230759,1.00KG,390,$ 107
LANVIN,MODERN PRINCESS,LZ,SECRET GIRLFRIEND,233994-A,1.00KG,275,$ 75
LANVIN,ECLAT D ARPEGE,LZ,SCANDALIA,233299,1.00KG,275,$ 75
LANVIN,L HOMME,,L HOMME,240016,1.00KG,600,$ 164
L'ARTISAN PARFUMEUR,LE CHANT DE CAMARGUE,LZ,SAVORY PROVENCE,343782,1.00KG,610,$ 167
LATTAFA,OUD MOOD,,OUD MOOD,250444,1.00KG,850,$ 232
LATTAFA,NERBAS,,NERBAS,250443,1.00KG,550,$ 150
LATTAFA,AFFECTION,,AFFECTION,250278,1.00KG,450,$ 123
LATTAFA,ANA ABIYEDH SCARLET,,ANA ABIYEDH SCARLET,250268,1.00KG,850,$ 232
LATTAFA,ECLAIRE,,ECLAIRE,250125,1.00KG,450,$ 123
LATTAFA,NOW,,NOW,250028,1.00KG,550,$ 150
LATTAFA,KHAMRA QAWA,,KHAMRA QAWA,250029,1.00KG,310,$ 85
LATTAFA,ASAD BOUBORN,,ASAD BOUBORN,240840,1.00KG,500,$ 137
LATTAFA,AMEER AL OUDH TOP,,AMEER AL OUDH TOP,240739,1.00KG,450,$ 123
LATTAFA,AMEER AL OUDH,,AMEER AL OUDH,240452,1.00KG,330,$ 90
LATTAFA,YARA CANDY,,YARA CANDY,240528,1.00KG,450,$ 123
LATTAFA,ASAD,,ASAD,240285,1.00KG,450,$ 123
LATTAFA,KHAMRA TOP,,KHAMRA TOP,240226,1.00KG,550,$ 150
LATTAFA,BLUE OUD,LZ,BLUE OUD LZ,343705-A,1.00KG,600,$ 164
LATTAFA,ANA ABIYEDH,,ANA ABIYEDH,3000427,1.00KG,330,$ 90
LATTAFA,AZEEZAH,,AZEEZAH,3000428,1.00KG,275,$ 75
LATTAFA,ROUAT AL MUSK,,ROUAT AL MUSK,3000429,1.00KG,275,$ 75
LATTAFA,YARA PINK TOP,,YARA PINK TOP,240159,1.00KG,450,$ 123
LATTAFA,YARA PINK SUPER,,YARA PINK,240227,1.00KG,300,$82
LAVENDER,LAVENDER,,LAVENDER,3000430,1.00KG,275,$ 75
LAVERNE,MISS LAVERNE,,MISS LAVERNE,240958,1.00KG,1200,$ 327
LAVERNE,BLUE LAVERNE BAKHUR TOP,,BLUE LAVERNE BAKHUR TOP,240809,1.00KG,850,$ 232
LE LABO,EUCLYPTUS 20,,EUCLYPTUS 20,250445,1.00KG,850,$ 232
LE LABO,NEROLI 36,,NEROLI 36,240766,1.00KG,700,$ 191
LE LABO,THE MATCHA 26,,THE MATCHA 26,240706,1.00KG,1000,$ 273
LE LABO,SEDRAT 37,LZ,BRIGHT FESTIVAL,503905,1.00KG,630,$ 172
LE LABO,SEDRAT 37,LZ,BRIGHT FESTIVAL,503905-A,1.00KG,600,$ 164
LE LABO,TABAC 28,LZ,JACK,260955,1.00KG,700,$ 191
BRAND,NAME,ORI,CN,CODE,QTY,AED,USD
LE LABO,BAIE 19,LZ,GREEN ACCORD,261075-A,1.00KG,550,$ 150
LE LABO,ANOTHER 13,,ANOTHER 13,240216,1.00KG,700,$ 191
LE LABO,ANOTHER 13,LZ,LEITO,353973,1.00KG,1200,$ 327
LE LABO,ROSE 31 TOP,,ROSE 31 TOP,240429,1.00KG,1300,$ 355
LE LABO,SANTAL 33 TOP TOP,,SANTAL 33 TOP TOP,250037,1.00KG,1000,$ 273
LE LABO,SANTAL 33,LZ,MISTER SANDMAN,339155,1.00KG,440,$ 120
LE LABO,SANTAL 33 TOP,LZ,MISTER SANDMAN,339155-T,1.00KG,650,$ 178
LE LABO,VETIVER 46,LZ,WOOD ACCORD,239272,1.00KG,1430,$ 391
LE LABO,BERGAMOTE 22,,BERGAMOTE 22,250002,1.00KG,1500,$ 409
LE LABO,BERGAMOTE 22,LZ,CITRUS ACCORD,580174-T,1.00KG,1100,$ 301
LE LABO,BERGAMOTE 22,LZ,CITRUS ACCORD,580174,1.00KG,700,$ 191
LE LABO,BERGAMOTE 22,LZ,CITRUS ACCORD,580174-A,1.00KG,600,$ 164
LE LABO,GAIAC 10 TOKYO,LZ,SMOKY FOREST,261246,1.00KG,900,$ 246
LE LABO,PATCHOULI 24,LZ,WOODY CHYPRE ACCORD,352337,1.00KG,600,$ 164
LE LABO,THE NOIR 29,LZ,BLACK TEA ACCORD,580175,1.00KG,950,$ 260
LE LABO,MYRRHE 55,,MYRRHE 55,L836345,1.00KG,800,$ 218
LE LABO,VETIVER 46,,VETIVER 46,3000431,1.00KG,390,$ 107
LE LABO,THE NOIR 29,,THE NOIR 29,3000432,1.00KG,330,$ 90
LE LABO,SANTAL 33,,SANTAL 33,3000433,1.00KG,275,$ 75
LENGLING,SEKUSHI NO. 7,LZ,LEATHERY RAZZY,503811,1.00KG,580,$ 158
LENGLING,SEKUSHI NO. 7,,SEKUSHI NO. 7,3000434,1.00KG,500,$ 137
LORENZO,BLACK SEA,,BLACK SEA,250413,1.00KG,1000,$ 273
LORENZO,COFFE PASSION,,COFFE PASSION,250345,1.00KG,500,$ 137
LORENZO,SUN GRIA,,SUN GRIA,250126,1.00KG,700,$ 191
LORENZO,SPEACHLESS,,SPEACHLESS,250127,1.00KG,1000,$ 273
LORENZO,VAN BY RHUM,,VAN BY RHUM,49235JU,1.00KG,1300,$ 355
LORENZO,SUMMER HAMMER,,SUMMER HAMMER,240186,1.00KG,1200,$ 327
LORENZO VELLORESI,TEINT DE NEIGE,LZ,SNOW WHITE,232093,1.00KG,310,$ 85
LOTUS SAUDI,LOTUS SAUDI,,LOTUS SAUDI,3000435,1.00KG,275,$ 75
LAURENT MAZZONE,PISTACHE EAU DE PARFUME,,PISTACHE EAU DE PARFUME,250365,1.00KG,850,$ 232
LOUIS VUITTON,AMBRE LEVANT,,AMBRE LEVANT,250491,1.00KG,1500,$ 409
LOUIS VUITTON,INK MARK,,INK MARK,250366,1.00KG,850,$ 232
LOUIS VUITTON,RAIN TEA,,RAIN TEA,250367,1.00KG,850,$ 232
LOUIS VUITTON,MOON TALE,,MOON TALE,250368,1.00KG,850,$ 232
LOUIS VUITTON,FANTASMAGORY,,FANTASMAGORY,250324,1.00KG,1500,$ 409
LOUIS VUITTON,COSMIC CLOUD,,COSMIC CLOUD,250155,1.00KG,1200,$ 327
LOUIS VUITTON,SUN SONG -2025 TOP,,SUN SONG -2025 TOP,250096,1.00KG,1500,$ 409
LOUIS VUITTON,SUN SONG -2025 SUPER,,SUN SONG -2025 SUPER,250128,1.00KG,850,$ 232
LOUIS VUITTON,ELVES  TOP,,ELVES  TOP,250016,1.00KG,1500,$ 409
LOUIS VUITTON,ELVES,,ELVES,250103,1.00KG,1100,$ 301
LOUIS VUITTON,ELVES SUPER,,ELVES SUPER,250032,1.00KG,700,$ 191
LOUIS VUITTON,SUN SONG,,SUN SONG,240661,1.00KG,850,$ 232
LOUIS VUITTON,SPELL ON YOU TOP,,SPELL ON YOU TOP,240474,1.00KG,1400,$ 382
LOUIS VUITTON,LV LOVERS TOP,,LV LOVERS TOP,240445,1.00KG,3295,$ 900
LOUIS VUITTON,LV LOVERS  SUPER,,LV LOVERS,240362,1.00KG,1300,$ 355
LOUIS VUITTON,LV LOVERS,,LV LOVERS,240489,1.00KG,850,$ 232
LOUIS VUITTON,ROSE DES VENTS,,ROSE DES VENTS,240351,1.00KG,750,$ 205
LOUIS VUITTON,DANCING BLOSSOM TOP,,DANCING BLOSSOM TOP,240349,1.00KG,1400,$ 382
LOUIS VUITTON,AU HASARD,,AU HASARD,240248,1.00KG,1400,$ 382
LOUIS VUITTON,CACTUS GARDEN,,CACTUS GARDEN,240212,240212,1400,$ 382
LOUIS VUITTON,CONTRE MOI,LZ,COMPETITOR,339187,1.00KG,550,$ 150
LOUIS VUITTON,L IMMENSITE TOP,LZ,NEVER ENDING TOP,233336-T,1.00KG,1100,$ 301
LOUIS VUITTON,L IMMENSITE  A,LZ,NEVER ENDING,233336-A,1.00KG,650,$ 178
LOUIS VUITTON,OMBRE NOMADE,,OMBRE NOMADE,240050,1.00KG,915,$ 250
LOUIS VUITTON,OMBRE NOMADE TOP,,OMBRE NOMADE TOP,240051,1.00KG,1810,$ 495
LOUIS VUITTON,OMBRE NOMADE,,OMBRE NOMADE,250490,1.00KG,300,$ 80
LOUIS VUITTON,OMBRE NOMADE TOP,LZ,OUD AL IBN BATTUTA,503554-T,1.00KG,1600,$ 437
LOUIS VUITTON,OMBRE NOMADE,LZ,OUD AL IBN BATTUTA,503554,1.00KG,1050,$ 287
LOUIS VUITTON,OMBRE NOMADE,LZ,OUD AL IBN BATTUTA,503554-A,1.00KG,600,$ 164
LOUIS VUITTON,LE JOUR SE LEVE TOP,LZ,ANET,233138-T,1.00KG,1350,$ 369
LOUIS VUITTON,FLEUR DU DESERT TOP,,FLEUR DU DESERT TOP,240277,1.00KG,1200,$ 327
LOUIS VUITTON,CALIFORNIA DREAM,LZ,LAGUNA BEACH,503759,1.00KG,1300,$ 355
LOUIS VUITTON,IMAGINATION,LZ,CONTEMPORARY ELEGANCE,503876,1.00KG,1300,$ 355
LOUIS VUITTON,IMAGINATION,LZ,CONTEMPORARY ELEGANCE,503876-A,1.00KG,850,$ 232
LOUIS VUITTON,CITY OF STARS TOP,LZ,SHINE BRIGHT,233112-T,1.00KG,1400,$ 383
LOUIS VUITTON,CITY OF STARS,,CITY OF STARS,240937,1.00KG,1200,$ 327
LOUIS VUITTON,CITY OF STARS,LZ,SHINE BRIGHT,233112,1.00KG,650,$ 178
LOUIS VUITTON,STELLAR TIMES TOP,LZ,NO GRAVITY,343998-T,1.00KG,1600,$ 437
LOUIS VUITTON,STELLAR TIMES,,STELLAR TIMES,240930,1.00KG,850,$ 232
LOUIS VUITTON,ON THE BEACH TOP,LZ,SEA OF EMOTIONS,233485-T,1.00KG,980,$ 268
LOUIS VUITTON,AFTERNOON SWIM,LZ,MORA,261099-A,1.00KG,850,$ 232
LOUIS VUITTON,ON THE BEACH,LZ,SEA OF EMOTIONS,233485,1.00KG,660,$ 180
LOUIS VUITTON,AFTERNOON SWIM,,AFTERNOON SWIM,240168,1.00KG,850,$ 232
LOUIS VUITTON,AFTERNOON SWIM TOP,,AFTERNOON SWIM TOP,240298,1.00KG,1500,$ 409
LOUIS VUITTON,AFTERNOON SWIM,LZ,MORA,261099,1.00KG,1250,$ 342
BRAND,NAME,ORI,CN,CODE,QTY,AED,USD
LOUIS VUITTON,ORAGE TOP,,ORAGE TOP,240969,1.00KG,1200,$ 327
LOUIS VUITTON,ORAGE,LZ,VACULA,233496,1.00KG,660,$ 180
LOUIS VUITTON,ETOILE FILANTE,LZ,RESPLENDED STAR,343888-T,1.00KG,770,$ 210
LOUIS VUITTON,MATIERE NOIRE,,MATIERE NOIRE TOP,240377,1.00KG,1100,$ 301
LOUIS VUITTON,MATIERE NOIRE,LZ,CARBON VARNISH,400065,1.00KG,1650,$ 451
LOUIS VUITTON,SUR LA ROUTE,,SUR LA ROUTE,240143,1.00KG,1100,$ 301
LOUIS VUITTON,METEORE,,MAGNETIC ELEGENCE,240014,1.00KG,990,$ 270
LOUIS VUITTON,MYRIAD TOP,,MYRIAD TOP,240612,1.00KG,1500,$ 409
LOUIS VUITTON,MYRIAD,,MYRIAD,240040,1.00KG,990,$270
LOUIS VUITTON,ATTRAPE REVES,,ATTRAPE REVES,240109,1.00KG,1080,$ 295
LOUIS VUITTON,COEUR BATTANT TOP,,COEUR BATTANT TOP,240467,1.00KG,550,$ 150
LOUIS VUITTON,PACIFIC CHILL,,SERENE LANDSCAPE,240015,1.00KG,990,$ 270
LOUIS VUITTON,PACIFIC CHILL,,PACIFIC CHILL,240520,1.00KG,1900,$ 519
LOUIS VUITTON,SYMPHONY TOP,,SYMPHONY,240013,1.00KG,990,$270
LOUIS VUITTON,I'IMMENSITE TOP,,L IMMENSITE,240077,1.00KG,1300,$ 355
LOUIS VUITTON,LES SABLES ROSES TOP,,LES SABLES ROSES TOP,240617,1.00KG,1900,$ 519
