fatima ,,,,
,,,,
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
DUNHILL,DESIRE FOR MEN,S400264,$164,600
DUNHILL,ICONE ABSOLUTE,S40027,$219,800
DUNHILL,DUNHILL FRESH TOP,,$145,530
DUNHILL,DUNHILL ICON MAN,S40070,$82,300
DUNHILL,SENTURY BY ALFRED,,$161,590
DURANCE EN PROVENCE,EAU DE PARFUM COTON MUSC,,$156,570
ELECTIMUSS,BLACK CAVIAR,,$342,1250
ELIE SAAB,ELLIE SAAB,,$130,475
ELIE SAAB,LE PARFUM IN WHITE,,$130,475
ELIE SAAB,NUIT NOOR,,$161,590
ELIZABETH ARDEN,5TH AVENUE,,$130,475
ELIZABETH ARDEN,WHITE TEA,,$235,860
ELLA K PERFUMES,MUSC K,,$724,2650
ELLIE SAAB,LE PARFUME ESSENTIEL,,$130,475
ELLIE SAAB,L'HOMME,,$153,560
ELIZABETH ARDEN,RED DOOR,,$124,455
ELLIS BROOKLYN,BEE,,$150,550
ESCADA,CHERRY IN THE AIR,,$130,475
ESCADA,SORBETTO ROSSO,S400214,$109,400
ESCADA,ESCADA CALLECTION,,$130,475
ESCADA,ESCADA ISLAND KISS,,$130,475
ESCADA,ESCADA MOON NEW WO,,$130,475
ESCADA,ESCADA SPECIALITY ALEKSER,,$130,475
ESCADA,ESCADA SUNSET HEAT( M),,$130,475
ESCADA,ESCADA TAJ,,$130,475
ESCADA,FIESTA CARIOCA,,$130,475
ESCADA,MAGNETISM,,$130,475
ESCADA,MIAMI BLOSSOM,,$130,475
ESCADA,SEXY GRAFI ESCADA,,$130,475
ESCADA,TURQUOISE SUMMER ESCADA,,$130,475
ESCADA,TAJ SUNSET,,$160,585
ESCADA,ESCADA S ESCADA,,$130,475
ESCADA,MOON SPARKLE,,$150,550
ESCENTRIC,MOLECULE01+MANDARIN TOP,,$251,920
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
ESCENTRIC,MOLECULE 01 + MANDARIN SUPER,,$235,860
ESCENTRIC,MOLECULE 01 + IRIS TOP,,$505,1850
ESCENTRIC,MOLECULE 01 + IRIS (MEDIUM),,$265,970
ESCENTRIC,MOLECULE 01 + PATCHOULI TOP,,$221,810
ESCENTRIC,MOLECULE 01 + PATCHOUL (MEDIUM),,$161,590
ESCENTRIC MOLECULES,MOLECULE 05 TOP,,$310,1135
ESCENTRIC MOLECULES,MOLECULE 05 (MEDIUM),,$130,475
ESCENTRIC MOLECULES,ESCENTRIC  05 TOP,,$355,1300
ESCENTRIC MOLECULES,ESCENTRIC 01 / LUZI,,$205,750
ESCENTRIC MOLECULES,ESCENTRIC 02 / LUZI,,$475,1740
ESCENTRIC MOLECULES,ESCENTRIC 03/ LUZI,,$295,1080
ESCENTRIC MOLECULES,ESCENTRIC 04/ LUZI,,$221,810
ESCENTRIC MOLECULES,MOLECULES 02  TOP,PB0145,$437,1600
ESCENTRIC MOLECULES,MOLECULE 02 / LUZI,,$475,1740
ESCENTRIC MOLECULES,MOLECULES 02 (MEDIUM),,$221,810
ESCENTRIC MOLECULES,MOLECULES 01,,$145,530
ESCENTRIC MOLECULES,MOLECULE 01 / LUZI,,$145,530
ESCENTRIC MOLECULES,MOLECULE 03/ LUZI,,$295,1080
ESCENTRIC MOLECULES,MOLECULE 05 / LUZI,,$205,750
ESCENTRIC MOLECULES,H01,,$314,1150
ESCENTRIC MOLECULES,ESCENTRIC 02 EXTRAIT TOP TYPE,,$464,1700
ESSENTIAL OIL,MARSHMALLOW,S400391,$109,400
ESSENTIAL OIL,CHAMOMILE,,$123,450
ESSENTIAL OIL,CINNAMON,,$123,450
ESSENTIAL OIL,EUCALYPTUS 50,,$123,450
ESSENTIAL OIL,GRAPEFURIT,,$123,450
ESSENTIAL OIL,NEROLI,,$123,450
ESSENTIAL OIL,ORANGE,,$117,430
ESSENTIAL OIL,SAUGE SCLAREE,,$130,475
ESSENTIAL OIL,ROSEMARY OIL,,$130,475
ESSENTIAL OIL,EUCALYPTUS,SN4005,$68,250
ESSENTIAL OIL,AMBER GRIS,PB0385,$130,475
ESSENTIAL OIL,INCENSO,PB035,$178,650
ESSENTIAL OIL,KIWI,SN4004,$81,300
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
ESSENTIAL OIL,GREEN APPLE 2,PB47,$107,400
ESSENTIAL OIL,PINK PEPPER,PB4792,$178,650
ESSENTIAL OIL,ALDEHYDIC,PB475,$355,1300
ESSENTIAL OIL,ICE CREAM,PB475,$355,1300
ESSENTIAL OIL,APPLE,PB0978,$204,750
ESSENTIAL OIL,TONKA BEAN,PB4878,$204,750
ESSENTIAL OIL,MYRRH,PB5687,$260,950
ESSENTIAL OIL,APRICOT,PB0789,$204,750
ESSENTIAL OIL,GINGER,PB45878,$327,1200
ESSENTIAL OIL,CARAMEL,PB0875,$109,400
ESSENTIAL OIL,BLACK COFEE,PB457,$109,400
ESSENTIAL OIL,LAUNDRY,PB068,$109,400
ESSENTIAL OIL,FRESH FIG,PB079,$109,400
ESSENTIAL OIL,GREEN TEA,PB0358,$109,400
ESSENTIAL OIL,CHAMOMILE OIL,PB5245,$144,530
ESSENTIAL OIL,AHMEDLIZA,PB547,$137,500
ESSENTIAL OIL,CAESER,PB475,$150,550
ESSENTIAL OIL,MAGHRIBHI,PB554,$144,530
ESSENTIAL OIL,MARASIL,PB4555,$218,800
ESSENTIAL OIL,NOORA,PB5577,$144,530
ESSENTIAL OIL,WOOD,PB548,$177,650
ESSENTIAL OIL,ROSE TOP,SN4007,$254,930
ESSENTIAL OIL,DOVE,PB456,$109,400
ESSENTIAL OIL,SANDAL WOOD,PB457,$137,500
ESSENTIAL OIL,AMBER,PB457,$150,550
ESSENTIAL OIL,TOBACCO,PB457,$204,750
ESSENTIAL OIL,JHONSONS,PB457,$150,550
ESSENTIAL OIL,PATCHOULI OIL TOP,PB45,$245,900
ESSENTIAL OIL,VETIVER TOP,PB458,$301,1100
ESSENTIAL OIL,CHOCOLATE TOP,PB548,$245,900
ESSENTIAL OIL,MANDARIN,PB544,$245,900
ESSENTIAL OIL,SAFFRON,PB457,$245,900
ESSENTIAL OIL,SANDAL ROSE,PB6564,$150,550
ESSENTIAL OIL,YLAN YLANG,PB0688,$191,700
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
ESSENTIAL OIL,HONEY,PB4688,$123,450
ESSENTIAL OIL,TUSCANO LEATHER,PB465,$144,530
ESSENTIAL OIL,BLACK OUD,PB482,$204,750
ESSENTIAL OIL,LILY OF THE VALLEY,PB488,$150,550
ESSENTIAL OIL,FRANCKINSENCE,PB064,$150,550
ESSENTIAL OIL,ROSEMARY,PB457,$204,750
ESSENTIAL OIL,EUKALYPTUS,PB454,$130,475
ESSENTIAL OIL,LEATHER,PB457,$150,550
ESSENTIAL OIL,LAVENDER OIL TOP GR,,$235,860
ESSENTIAL OIL,LAVENDER  (MEDIUM),,$115,420
ESSENTIAL OIL,TEA TREE OIL GR,,$145,530
ESSENTIAL OIL,BERGAMOT TOP OIL,,$145,530
ESSENTIAL OIL,BERGAMOT (MEDIUM),,$130,475
ESSENTIAL OIL,STAR ANISE OIL,,$130,475
ESSENTIAL OIL,CHAMOMILE OIL,,$130,475
ESSENTIAL OIL,ORANGE OIL GR,,$115,420
ESSENTIAL OIL,MAJORAM OIL,,$130,475
ESSENTIAL OIL,GRAPEFRUIT OIL,,$115,420
ESSENTIAL OIL,CINNAMON OIL,,$115,420
ESSENTIAL OIL,CLOVE OIL GR,,$130,475
ESSENTIAL OIL,CLARY SAGE,,$130,475
ESSENTIAL OIL,MINT OIL GR,,$130,475
ESSENTIAL OIL,NEROLI OIL,,$130,475
ESSENTIAL OIL,VETIVER OIL,,$295,1080
ESSENTIAL OIL,CEDARWOOD OIL,,$115,420
ESSENTIAL PARFUMS,BOIS IMPERIAL TOP,S400307,$369,1350
ESSENTIAL PARFUMS,BOIS IMPERIAL EXTRAIT,PB544,$355,1300
ESSENTIAL PARFUMS,ORANGE X SANTAL,PB08013,$355,1300
ESSENTIAL PARFUMS,OSMANTHUS ABSOLU,S400506,$174,640
ESSENTIAL PARFUMS,NICE BERGAMOTE,,$302,1105
ESTEE LAUDER,PLEASURES,S400265,$120,440
ESTEE LAUDER,WHITE LINEN,S400292,$158,580
ESTEE LAUDER,PRIVATE COLLECTION,,$175,640
EX NIHILO,AMBER SKY,,$205,750
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
EX NIHILO,ATLAS FEVER,,$130,475
EX NIHILO,CITIZEN X,,$221,810
EX NIHILO,EXPLICITE,,$130,475
EX NIHILO,FLEUR NARCOTIQUE TOP,S400107,$251,920
EX NIHILO,FLEUR NARCOTIQUE LOVE EDITION,,$161,590
EX NIHILO,FLEUR NARCOTIQUE BLOSSOM,,$251,920
EX NIHILO,FLEUR NARCOTIQUE EXTRAIT DE PAR,,$410,1500
EX NIHILO,FRENCH AFFAIR,,$311,1140
EX NIHILO,LOVE SHOT,,$175,640
EX NIHILO,SUBLIME ESSENCE OUD,,$221,810
EX NIHILO,SWEET MORPHINE,,$221,810
EX NIHILO,VENENUM KISS,,$221,810
EX NIHILO,VETIVER MOLOKO,,$251,920
EX NIHILO,GENERATIONS,PB4857,$327,1200
EX NIHILO,CHANDIGRAH EXPRESS,PB467,$245,950
EX NIHILO,EMERALD ROYALS,,$273,1000
EX NIHILO,VENENUM KISS TOP,,$355,1300
EX NIHILO,IDLE HOUR,,$342,1250
EX NIHILO,SANTAL CALLING,,$391,1430
EX NIHILO,BLUE TALISMAN TOP,S40056,$254,930
EX NIHILO,BLUE TALISMAN EXTRAIT TOP,,$464,1700
EX NIHILO,BLUE TALISMAN EXTRAIT,PB845,$327,1200
EX NIHILO,THE HEDONIST TOP,S400481,$355,1300
EX NIHILO,CHANDIGARH EXPRESS,,$145,530
EX NIHILO,SCARLET SANDS,S400209,$232,850
EX NIHILO,LUST IN PARADISE,,$232,850
FABERGE,BRUT ORIGINAL,,$153,560
FERRARI,FERRARI RED,,$130,475
FIDJI,FIDJI TOP,,$145,530
FIXATIVE,FIXATIVE TOP,S40099,$150,550
FLORAIKU,ONE UMBRELLA FOR TWO,,$251,920
FOGG,FOGG PARADISE,,$130,475
FRAGRANCE DU BOIS,OUD ROUGE INTENSE TOP,S400542,$327,1200
FRAGRANCE DU BOIS,OUD VERT INTENSE  TOP,S400543,$327,1200
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
FRAGRANCE DU BOIS,PARISIAN PARFUM TOP,S400544,$286,1050
FRAGRANCE DU BOIS,SANTAL COMPLET,,$178,650
FRAGRANCE DU BOIS,LONDON OUD TOP,S400519,$245,900
FRAGRANCE DU BOIS,RUDE CHERRY,PB455,$355,1300
FRAGRANCE DU BOIS,SIRENE TOP,S400469,$355,1300
FRAGRANCE DU BOIS,LUCIUS TOP,S400504,$423,1550
FRAGRANCE DU BOIS,RUDE OUD,PB576,$355,1300
FRAGRANCE DU BOIS,ZEST MARTIN,,$130,475
FRAGRANCE DU BOIS,TROPIQUES TOP,S400405,$254,930
FRAGRANCE ONE,DATE FOR MEN,PB548,$464,1700
FRAGRANCE ONE,OFFICE FOR MEN,,$301,1100
FRENCH AVENUE,ATLANTIS EXTRAIT,PB6,$286,1050
FRENCH AVENUE,VULCAN BLACK FRIDAY,,$191,700
FRANCK BOCLET,COCAINE LUZI,,$175,640
FRANCK BOCLET,SUGAR,,$139,510
FRANCK OLIVIER,FRANCK OLIVIER,PB0813,$245,900
FRANCK OLIVIER,AMBER,,$191,700
FRANCK OLIVIER,GIORGIA MIDNIGHT,,$199,730
FRANCK OLIVIER,GIORGIA WOMEN,,$169,620
FRANCK OLIVIER,OUD TOUCH,,$221,810
FRANCK OLIVIER,SUN JAVA INTENSE,,$169,620
FREDERIC MALLE,CARNAL FLOWER TOP,S40073,$350,1280
FREDERIC MALLE,EAU DE MAGNOLIA,,$281,1030
FREDERIC MALLE,BIGARADE CONCENTREE,PB44572,$245,900
FREDERIC MALLE,LIPSTICK ROSE,,$205,750
FREDERIC MALLE,PROMISE,,$199,730
FREDERIC MALLE,HOPE,PB547,$464,1700
FREDERIC MALLE,PORTRAIT OF A LADY 15TH ANNIVERSARY,PB54788,$464,1700
FREDERIC MALLE,MUSC RAVAGEUR,PB487,$355,1300
FREDERIC MALLE,THE MOON,,$169,620
FREDERIC MALLE,THE NIGHT TOP,,$716,2620
FREDERIC MALLE,THE NIGHT/ ATTAR LAIL SUPER,,$806,2950
FREDERIC MALLE,PORTRAIT OF A LADY TOP,,$410,1500
FREDERIC MALLE,ACNE STUDIOS TOP,S400448,$423,1550
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
FREDERIC MALLE,UNCUT GEM,,$593,2170
FREDERIC MALLE,ROSE TONNERRE TOP,,$574,2100
FRUITY,BANANA,,$109,400
FRUITY,LYCHE,IP470,$177,650
FRUITY,CANTALUPE,,$109,400
FRUITY,WATERMELON,PB544,$137,500
FRUITY,CARDAMOM,PB570,$178,650
FRUITY,MASMOOM / FAWAKIE,PB581,$150,550
FRUITY,CHERRY,SN4001,$109,400
FRUITY,COCONUT,SN4003,$109,400
FRUITY,FRESH LEMON,SN4002,$60,220
FRUITY,LEMON GR,,$109,400
FRUITY,MANGO/LUZI,,$130,475
FRUITY,MASMOOM / FAWAKIE,,$130,475
FRUITY,PEACH,,$109,400
FRUITY,PINEAPPLE,,$109,400
FRUITY,STRAWBERRY,,$109,400
FRUITY,STRAWBERRY LUZI,,$130,475
FRUITY,STRAWBERRY ICE CREAM,,$109,400
FRUITY,TUTTI FRUITY,,$109,400
FRUITY,VANILLA COCONUT,,$109,400
FRUITY,VANILLA GR,,$123,450
FUGAZZI,PASSIONEFROUDH,PB4566,$204,750
FUGAZZI,ANGEL DUST,IP-02,$464,1700
FUGAZZI,SUGARDADDY TOP,,$287,1050
FUGAZZI,VANILLA HAZE BODY MIST,PF0091,$301,1100
FUGAZZI,MAGIC MANGO,S400178,$191,700
FUGAZZI,BORNTOSTANDOUT,,$145,530
FULL,ATTAR FULL,,$123,450
GERANIUM BST,GERANIUM BST,,$130,475
GIARDINI DI TOSCANA,BORABORA,PB5470,$382,1400
GIARDINI DI TOSCANA,ORO E MIELE,S400528,$183,670
GIARDINI DI TOSCANA,ROSSO RUBINO,PB471,$286,1050
GIARDINI DI TOSCANA,BIANCO ORO,PB048,$355,1300
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
GIARDINI DI TOSCANA,BIANCO LATTE TOP,S400483,$205,750
GISADA,AMBASSADOR MEN,,$268,980
GISSAH,IMPERIAL VELLEY,S400152,$191,700
GISSAH,HUDSON VALLEY,S400133,$175,640
GISSAH,LIQUID GOLD TOP,S400463,$301,1100
GISSAH,CASTILLA TOP,S400139,$273,1000
GISSAH,MARTINIQUE OSMANTHUS,S400257,$178,650
GISSAH,LA LUNA VALLY,,$295,1080
GISSAH,ONE & ONLY,,$260,950
GISSAH,CAPRI,,$142,520
GISSAH,THE LEGEND OF SKY HORIZON TOP,S400210,$273,1000
GISSAH,HELEN EDP,S400131,$137,500
GISSAH,THE LEGEND OF SKY NEXUS,S400202,$273,1000
GISSAH,SAVA TOP,S400172,$287,1050
GISSAH,MONTANA,S400173,$186,680
GISSAH,AKOYA TOP,S400318,$260,950
GISSAH,HUDSON II,S400192,$158,580
GISSAH,SANAD,S400197,$204,750
GISSAH,MAVRO,,$291,1065
GISSAH,SIENA VALLEY,,$232,850
GISSAH,TANGO,,$374,1370
GISSAH,IMPERIAL II,,$355,1300
GISSAH,VESTA MUSK,,$301,1100
GISSAH,ABDUL MAJEED ABDULLAH,,$130,475
GIVAUDAN,BANAFSAY,,$205,750
GIVENCHY,GENTLEMAN SOCIETY SPORT,S400414,$177,650
GIVENCHY,GENTLMAN SOCIETY EAU DE PARFUM AMBRE,PB5857,$204,750
GIVENCHY,EAUDEMOISELLE DE GIVENCHY,PB8050,$260,950
GIVENCHY,AMARIGE,,$251,920
GIVENCHY,EAU DE MOISELLE,,$130,475
GIVENCHY,IRRESISTABLE NECTER EDP TOP,S400491,$232,850
GIVENCHY,IRRESISTABLE,PB055,$286,1050
GIVENCHY,FANTASQUE,PB0055,$286,1050
GIVENCHY,PLAY INTENSE,PB0054,$245,900
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
GIVENCHY,GARCON MANQUE TOP,S400486,$301,1100
GIVENCHY,GENTLEMAN TOP,PB5457,$273,1000
GIVENCHY,GIVENCHY BLUE LEBLE,,$130,475
GIVENCHY,GIVENCHY PLAY WOMAN,,$130,475
GIVENCHY,HOT COUTURE,,$130,475
GIVENCHY,L' INTERDIT ( 2018 ) TOP,S400379,$260,950
GIVENCHY,ONLY GENTLEMAN,,$130,475
GIVENCHY,PI GIVENCHY,,$130,475
GIVENCHY,L'INTERDIT LE PARFUM,S400430,$232,850
GIVENCHY,L'INTERDIT ABSOLU  TOP,S400431,$270,990
GIVENCHY,AMARIGE,,$130,475
GIVENCHY,L'INTERDIT EAU DE PARFUM INTENSE,,$205,750
GIVENCHY,L' INTERDIT EDP ROUGE,,$246,900
GIVENCHY,GENTLEMAN RESERVE PRIVEE,,$130,475
GIVENCHY,VERY IRRESISTIBLE,,$191,700
GIVENCHY,PLAY FOR HER,,$178,650
GIVENCHY,ANGE OU DEMON LE SECRET,,$183,670
GIVENCHY,L'ENFANT TERRIBLE,,$158,580
GIVENCHY,GENTLEMEAN SOCIETY,,$130,475
GIVENCHY,GARCON MANQUE,,$240,880
GOLDFIELD & BANKS,BOHEMIAN LIME,PB07,$327,1200
GOLDFIELD & BANKS,SILKY WOODS ELIXIR,PB024,$409,1500
GOLDFIELD & BANKS,PURPLE SUEDE,IP-010,$382,1400
GOLDFIELD & BANKS,INGENIOUS GINGER,,$218,800
GOLDFIELD & BANKS,PACIFIC ROCK FLOWER,PB48,$355,1300
GOLDFIELD & BANKS,SILKY WOODS,,$178,650
GRITTI,MANGO AOUD,S40091,$169,620
GUCCI,GUILTY ABSOLU DE PARFUM POUR HOMME,S400211,$191,700
GUCCI,FADING AUTUMN SCENTED WATER TOP,S400269,$355,1300
GUCCI,BAMBOO,,$130,475
GUCCI,GUCCI  ENVY  POUR FEMME,,$130,475
GUCCI,GUCCI BY GUCCI,,$219,800
GUCCI,GUCCI BY GUCCI SPORT MAN,,$130,475
GUCCI,GUCCI GUILTY ABSOLUTE MAN,,$130,475
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
GUCCI,GUCCI GUILTY ABSOLUTE WOMAN,,$130,475
GUCCI,OSMANTHUS NECTAR TOP,,$505,1850
GUCCI,GUCCI GUILTY OUD,,$130,475
GUCCI,GUCCI GUILTY WOMEN,S40038,$73,270
GUCCI,GUCCI GUILTY POUR HOMME,S40015,$145,530
GUCCI,GUCCI OUD,,$130,475
GUCCI,GUCCI INTENSE OUD,S400267,$246,900
GUCCI,GUCCI PREMIER,,$130,475
GUCCI,RUSH WOMAN,,$130,475
GUCCI,GUCCI MIDNIGHT STROLL,,$130,475
GUCCI,GUCCI A CHANT FOR THE NYMPH,,$130,475
GUCCI,GUCCI GUILTY LOVE EDITION,,$130,475
GUCCI,FLORA  GORGEOUS  JASMINE,S40014,$145,530
GUCCI,FLORA GORGEOUS GARDENIA INTENSE,PB0547,$286,1050
GUCCI,BLOOM INTENSE,PB054,$204,750
GUCCI,BY,PB2557,$245,900
GUCCI,TEARS FROM THE MOON,PB024,$301,1100
GUCCI,ENVY FOR MEN,PB058,$218,800
GUCCI,POUR HOMME,PB068,$245,900
GUCCI,RUSH MAN,PB054,$218,800
GUCCI,GUILTY ELIXIR POUR HOMME,PB544,$355,1300
GUCCI,GUCCI GUILTY PARFUM POUR HOMME,,$130,475
GUCCI,GUCCI GUILTY ELIXIR DE PARFUM POUR HOMME,,$249,910
GUCCI,A REASON TO LOVE TOP,,$290,1060
GUCCI,THE HEART OF LEO,,$374,1370
GUCCI,GUILTY BLACK,,$142,520
GUCCI,FLORA GORGEOUS GARDENIA INTENSE,,$253,925
GUCCI,GUCCI OUD,,$145,530
GUCCI,GUCCI GUILTY ABSOLU DE PARFUM POUR FEMME,,$221,810
GUCCI,BLOOM TOP,S40012,$205,750
GUCCI,FLORA TOP,S40013,$180,660
GUCCI,THE LAST DAY OF SUMMER EAU DE PARFUM,,$205,750
GUCCI,THE VOICE OF THE SNAKE EAU DE PARFUM,,$199,730
GUCCI,A FLORAL VERSE,,$290,1060
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
GUCCI,FLORA GORGEOUS GARDENIA,,$150,550
GUCCI,FLORA GORGEOUS ORCHID TOP,,$240,880
GUERLAIN,GUERLAIN TABAC SAHARA,S400111,$218,800
GUERLAIN,L'HOMME IDÉAL COLOGNE FORTE,S400421,$183,670
GUERLAIN,AMBER ETERNEL,,$175,640
GUERLAIN,FEVE GOURMANDE,S400154,$251,920
GUERLAIN,VETIVER FAUVE,PB0057,$382,1400
GUERLAIN,ABSOLU ALLEGORIA FLORA BLOOM,PB0058,$327,1200
GUERLAIN,NEROLI OUTRE NOIR,PB0059,$601,2200
GUERLAIN,SHALIMAR L'ESSENCE TOP,S400532,$226,830
GUERLAIN,ROSE CENTIFOLIA EXTRAIT 1,PB0061,$601,2200
GUERLAIN,PATCHOULI PARIS,PB0062,$327,1200
GUERLAIN,AQUA ALLEGORIA FORTE ROSAPALISSANDRO,PB0063,$491,1800
GUERLAIN,AMBRE SAMAR TOP,S400466,$382,1400
GUERLAIN,ROSE AMIRA,S40044,$163,600
GUERLAIN,HABIT ROUGE PARFUM TOP,IP-5245,$382,1400
GUERLAIN,HABIT ROUGE EDP,PB0065,$355,1300
GUERLAIN,IRIS PALIDA EXTRAIT 6,PB0066,$519,1900
GUERLAIN,SPIRITUEUSE DOUBLE VANILLA,S400480,$232,850
GUERLAIN,LA PETITE ROBE NOIR,PB0068,$301,1100
GUERLAIN,BERGAMOTE FANTASTICO EXTRAIT11,PB0069,$573,2100
GUERLAIN,ROSE CENTIFOLIA EXTRAIT 1,PB0070,$628,2300
GUERLAIN,HERBES TROUBLANTES,IP-5804,$355,1300
GUERLAIN,AQUA ALLEGORIA PERA GRANITA,,$205,750
GUERLAIN,BOIS MYSTERIEUX,,$205,750
GUERLAIN,TOBACCO HONEY TOP,S400450,$355,1300
GUERLAIN,CUIR INTENSE,,$235,860
GUERLAIN,ENCENS MYTHIQUE,,$205,750
GUERLAIN,MON GUERLAIN,,$183,670
GUERLAIN,MON GUERLAIN EDP INTENSE,,$205,750
GUERLAIN,SAMSARA,S40019,$178,650
GUERLAIN,SANTAL ROYAL,S400283,$178,650
GUERLAIN,MON GUERLAIN BLOOM OF ROSES EDP,,$235,860
GUERLAIN,LES ABSOLUS D ORIENT PATCHOULI ARDENT,,$325,1190
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
GUERLAIN,MUSK NOBLE,,$130,475
GUERLAIN,OUD ESSENTIEL,,$130,475
GUERLAIN,PATCHOULI ARDENT,,$130,475
GUERLAIN,AQUA ALLEGORIA FLORA SALVAGGIA,,$265,970
GUERLAIN,PECHE MIRAGE TOP,S400345,$328,1200
GUERLAIN,VANILLE PLANIFOLIA EXTRAIT 21,S400476,$355,1300
GUERLAIN,NEROLI OUTRENOIR,,$145,530
GUERLAIN,TONKA SARRAPIA EXTRAIT 75,BN0-T,$328,1200
GUERLIAN,OUD KHOL,,$437,1600
GUERLIAN,CHERRY OUD  TOP,,$342,1250
GLOSSIER,GLOSSIER YOU FLEUR,PB4089,$286,1050
GLOSSIER,GLOSSIER YOU 2017,PB0578,$245,900
GENYM,PAINTER,PB5152,$286,1050
HAJAR ASWAD,HAJAR ASWAD TOP,,$137,500
HARAMAIN,SHEIKH KNIGHT,S400134,$177,650
HARAMAIN,HAYATI,,$221,810
HARAMAIN,WHITE OUD,S40005,$123,450
HARAMAIN,AMBER OUD GOLD EDITION,S40028,$120,440
HARAMAIN,MUKALLAT EMARATH,S400112,$109,400
HARAMAIN,OUDH AL MAJLIS,,$145,530
HARAMAIN,OUDH MA'AL ATTAR,,$130,475
HARAMAIN,OUDH MAAL ATTAR MALIKI,,$150,550
HARAMAIN,OUDH MAJUN MALIKI,,$130,475
HARAMAIN,OUDH SHUYOOKHI,,$130,475
HARAMAIN,RED AFRICAN,,$130,475
HARAMAIN,ATTAR AL KABBA,,$161,590
HAVOC,HAVOC,,$130,475
HELL,HELL,,$130,475
HELL TOP,HELL TOP,,$205,750
HOUSE OF SILLAGE,MINNIE MOUSE THE FRAGRANCE,P687S,$409,1500
HOUSE OF SILLAGE,EMERALD REIGN,IP-060,$301,1100
HOUSE OF SILLAGE,PASSION DE L AMOUR,IP-061,$355,1300
HOUSE OF SILLAGE,RUBY FLAME,IP-062,$286,1050
HOUSE OF SILLAGE,WEDNESDAY,IP-063,$314,1150
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
HOUSE OF BO,COSMOS,,$150,550
HERMES,TERRE D'HERMES,S400301,$205,750
HERMES,TERRE D HERMES INTENSE,IP-478,$301,1100
HERMES,TERRE HERMES EAU GIVREE,PB054,$286,1050
HERMES,UN JARDIN SOUS LA MER HERMES,S400508,$161,590
HERMES,L' AMBRE DES MERVEILLES,,$205,750
HERMES,TWILLY D' HERMES,,$230,840
HERMES,VETIVER INTENSE,,$265,970
HERMES,VOYAGE,,$355,1300
HERMES,H24,S400309,$246,900
HERMES,CABRIOLE,,$178,650
HERMES,BARENIA,,$301,1100
HERMES,24 FAUBOURG,,$243,890
HERMES,AMBRE NARGUILE,,$158,580
HERRERA CONFIDENTIAL,STALLION LEATHER,,$130,475
HERVE GAMBS,NIGHT OWL,,$150,550
HFC,DEVIL'S INTRIGUE,S400352,$287,1050
HFC,I WANNA BE LOVED BY YOU,PB4688,$409,1500
HFC,OR NOIR,PB40017,$254,930
HFC,DIAMOND IN THE SKY,,$301,1100
HFC,DIVINE BLOSSOM,,$273,1000
HFC,GOLDEN FEVER,,$410,1500
HFC,INDIAN VENUS,,$440,1610
HFC,DIVINE BLOSSOM,,$260,950
HFC,VOODOO CHIC,,$287,1050
HFC,FLY TO MIRACLE,,$156,570
HIND AL OUD,AHOJAS TOP,S400287,$251,919
HIND AL OUD,BARARI,,$175,640
HIND AL OUD,LA PARLA,,$130,475
HIND AL OUD,MUSK AL EMARAT,,$145,530
HIND AL OUD,PINK MUSK,,$145,530
HIND AL OUD,SHEIKH ABDULLAH  TOP,,$328,1200
HIND AL OUD,SHEIKH ABDULLAH,,$221,810
HIND AL OUD,EMARATI MUSK,,$130,475
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
HIND AL OUD,TAHNOUN,S400295,$137,500
HORMONE PARIS,THIS IS NOT GABA,S400195,$148,540
HORMONE PARIS,THIS IS NOT CAFFEINE,PF0080,$464,1700
HORMONE PARIS,THIS IS NOT DOPAMINE DRIVE,PF0081,$409,1500
HORMONE PARIS,THIS IS NOT TESTOSTERONE,,$402,1470
HUGO BOSS,BOSS BOTTLED BEYOND,PB2467,$218,800
HUGO BOSS,HUGO X SUPERMAN,S400114,$204,750
HUGO BOSS,HUGO BOSS THE SCENT EDP INTENSE,S400530,$185,680
HUGO BOSS,BOSS BOTTLED OUD,,$145,530
HUGO BOSS,BOSS BOTTLED OUD SAFFRON TOP,,$221,810
HUGO BOSS,HUGO BOSS MAN,,$130,475
HUGO BOSS,HUGO BOSS NEW WOMAN,,$130,475
HUGO BOSS,HUGO BOSS RED,,$130,475
HUGO BOSS,HUGO BOSS SCENT ABSOLUTE,,$130,475
