fatima ,,,,
,,,,
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
PACO RABANNE,LADY MILLION TOP,S400386,$137,500
PACO RABANNE,LADY MILLION EMPIRE,,$145,530
PACO RABANNE,LADY MILLION LUCKY,,$130,475
PACO RABANNE,OLYMPEA,,$130,475
PACO RABANNE,OLYMPEA LEGEND,,$130,475
PACO RABANNE,STRONG ME,,$130,475
PACO RABANNE,1 MILLION PARFUM TOP,S400218,$260,950
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
PACO RABANNE,LADY MILLION FABULOUS,,$130,475
PACO RABANNE,PHANTOM TOP,S400452,$301,1100
PACO RABANNE,INVICTUS VICTORY,,$130,475
PACO RABANNE,INVICTUS ONYX,,$130,475
PACO RABANNE,1 MILLION ELIXIR,,$260,950
PACO RABANNE,ONE MILLION SP,S400388,$81,300
PACO RABANNE,INVICTUS PLATINUM,,$260,950
PACO RABANNE,FAME IN LOVE,PB547,$245,900
PACO RABANNE,FAME,,$232,850
PACO RABANNE,1 MILLION ROYAL,,$130,475
PACO RABANNE,INVICTUS PARFUM,,$225,825
PACO RABANNE,INVICTUS VICTORY ELIXIR,S40042,$178,650
PACO RABANNE,PHANTOM ELIXIR,,$301,1100
PACO RABANNE,INVICTUS VICTORY ABSOLU,,$153,560
PACO RABANNE,1 MILLION,40312,$96,350
PACO RABANNE,MILLION GOLD,,$246,900
PACO RABANNE,INVICTUS TOP,,$178,650
PACO RABANNE,OLYMPEA TOP,,$191,700
PACO RABANNE,MILLION GOLD HER,,$150,550
PACO RABBANE,1 MILLION GOLDEN OUD,,$290,1060
PANTHEON ROMA,A PANTHEON ROMA,,$301,1100
PARADA,INFUSION DE GINGEMBRE,,$145,530
PARIS HILTON,HOTEL,,$130,475
PARIS HILTON,PARIS HILTON,,$130,475
PERFUME COLOUR,APPLE GREEN,PB001,$204,750
PERFUME COLOUR,GREEN,PB002,$204,750
PERFUME COLOUR,RED,PB003,$204,750
PERFUME COLOUR,BLUE,PB004,$204,750
PERFUME COLOUR,PINK,PB005,$204,750
PERFUME COLOUR,PURPLE,PB006,$204,750
PERFUME COLOUR,ORANGE,PB007,$204,750
PERFUME COLOUR,YELLOW,PB008,$204,750
PERFUME COLOUR,BLACK,PB009,$204,750
PERFUME COLOUR,BROWN,PB55,$204,750
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
PERFUME COLOUR,GOLDEN BROWN,PB010,$204,750
PERFUME COLOUR,AQUA /FEROZI,pb011,$204,750
PERFUME COLOUR,MARON,PB012,$204,750
PATCHOULI,PATCHOULI,,$130,475
PATCHOULI,PATCHOULI PURE TOP,,$235,860
PENHALIGON'S,CLANDESTINE CLARA 2017,,$251,920
PENHALIGON'S,THE CUT,S400205,$191,700
PENHALIGON'S,EMPRESSA TOP,S400188,$260,950
PENHALIGON'S,MR HARROD,PB40056,$464,1700
PENHALIGON'S,VRA VRA VROOM,PB40057,$245,900
PENHALIGON'S,FORTUITOUS FINLEY,PB40058,$382,1400
PENHALIGON'S,THE DANDY,PB40059,$437,1600
PENHALIGON'S,CHANGING CONSTANCE,PB40060,$355,1300
PENHALIGON'S,HALFETI CEDAR,PB40061,$355,1300
PENHALIGON'S,CAIRO,PB40062,$355,1300
PENHALIGON'S,HALFETI TOP,S400148,$327,1200
PENHALIGON'S,THE TRAGEDY OF LORD GEORGE TOP,S400296,$191,700
PENHALIGON'S,LUNA,PB9840,$327,1200
PENHALIGON'S,THE BEWITCHING YASMINE,S400291,$164,600
PENHALIGON'S,THE TRAGEDY OF LORD GEORGE,,$176,645
PENHALIGON'S,HALFETI LEATHER TOP,,$221,810
PENHALIGON'S,THE WORLD ACCORDING TO ARTHUR,,$251,920
PENHALIGON'S,LEGACY OF PETRA,,$219,800
PENHALIGON'S,SPORTS CAR CLUB,,$410,1500
PENHALIGON'S,THE OMNISCIENT MR THOMOSON,,$224,820
PENHALIGON'S,HIGHGROVE BOUQUET,,$150,550
PENHALIGON'S,ALULA,,$328,1200
PENHALIGON'S,FORTUITOUS FINLEY,,$347,1270
PENHALIGON'S,THE BLAZING MR SAM,S400351,$232,850
PERFUMES DE MARLY,VALERO,,$301,1100
PERFUMES DE MARLY,CASTLEY,,$402,1470
PERFUMES DE MARLY,DELINA TOP,S400126,$219,800
PERFUMES DE MARLY,PERSEUS,,$355,1300
PERFUMES DE MARLY,ALTHAIR TOP,S400488,$273,1000
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
PERFUMES DE MARLY,ATHENIAS TOP,S400492,$246,900
PERFUMES DE MARLY,PALATINE,,$150,550
PERFUMES DE MARLY,VALAYA EXCLUSIF,,$328,1200
PERFUMES DE MARLY,DELINA EXCLUSIF TOP,S400333,$262,960
PERFUMES DE MARLY,DELINA LA ROSEE,,$137,500
PERFUMES DE MARLY,PEGASUS EXCLUSIF,,$145,530
PERFUMES DE MARLY,LAYTON TOP,S400170,$205,750
PERFUMES DE MARLY,OAJAN,S233522,$164,600
PERFUMES DE MARLY,LAYTON EXCLUSIF,,$150,550
PERFUMES DE MARLY,HALTANE,,$254,930
PERFUMES DE MARLY,CARLISLE,,$178,650
PERFUMES DE MARLY,SEDLEY TOP,S503864,$254,930
PERFUMES DE MARLY,ISPAZON,,$205,750
PERFUMES DE MARLY,PEGASUS TOP,IP-0190,$260,950
PERFUMES DE MARLY,ORIANA,,$221,810
PERFUMES DE MARLY,CASSILI,,$205,750
PERFUMES DE MARLY,VALAYA TOP,S400302,$301,1100
PERFUMES DE MARLY,VALAYA,CP-4774,$70,256
PERFUMES DE MARLY,GREENLEY TOP,S400239,$260,950
PERFUMS DE MARLY,PALATINE,,$273,1000
PERFUMS DE MARLY,PERCIVAL,S400167,$150,550
PHILIPP PLEIN,THE SKULL,,$295,1080
PHILIPP PLEIN,NO LIMITS,,$145,530
PHLUR,HONEY MOON,S400279,$130,475
PHLUR,MATCHA MILK,S400410,$96,350
PHLUR,CHERRY STEM,S400115,$172,630
PHLUR,HEAVY CREAM,IP457S,$273,1000
PHLUR,PEACH SKIN,S400193,$109,400
PHLUR,MISSING PERSON TOP,S400221,$232,850
PHLUR,CASHMERE SKIN,S400223,$130,475
PHLUR,STRAWBERRY LETTER TOP,S400228,$174,640
PHLUR,SOMEBODY WOOD TOP,S400232,$150,500
PHLUR,DRAGON FRUIT TOP,S400235,$157,578
PHLUR,VANILLA SMOKE TOP,S400242,$170,625
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
PHLUR,SOLAR POWER TOP,S400244,$207,760
PHLUR,MRS. SMITH,S400245,$76,280
PHLUR,VANILLA SKIN,S400229,$141,519
PHLUR,BEACH SKIN,S400155,$147,540
PHLUR,VANILLA NECTAR,S400220,$100,366
PHLUR,FATHER FIGURE,,$175,640
POWDERY,BABY SHOP,,$130,475
POWDERY,KIDDY,,$130,475
POWDERY,BABELION,,$130,475
PRADA,INFUSION DE SANTAL CHAI,S400536,$180,660
PRADA,L. HOMME BLACK,,$130,475
PRADA,PARADIGME,S400231,$180,660
PRADA,LUNA ROSSA BLACK TOP,S40084,$194,710
PRADA,MARIENBAD,PB40067,$204,750
PRADA,LUNA ROSSA EXTREAM,PB40068,$286,1050
PRADA,L HOMME TOP,PB40069,$286,900
PRADA,PRADA CANDY NIGHT,,$130,475
PRADA,LUNA ROSSA OCEAN,,$130,475
PRADA,PARADOXE TOP,S400372,$260,950
PRADA,PARADOXE INTENSE TOP,S400460,$301,1100
PRADA,INFUSION DE GINGEMBRE,,$145,530
PRADA,PARADOXE RADICAL ESSENCE TOP,S400428,$260,950
PRADA,PARADOXE VIRTUAL FLOWER WOMEN,,$178,650
PRADA CANDY,PRADA CANDY,,$130,475
PURE ESSENTIAL OILS,MINTPEPPER,,$123,450
PURE ESSENTIAL OILS,BERGAMOT,,$123,450
PURE ESSENTIAL OILS,TEA TREE,,$130,475
PURE ESSENTIAL OILS,CLARY SAGE,,$130,475
PURE ESSENTIAL OILS,STAR ANISE,,$123,450
ROOM 1015,LOVE O MATIC TOP,S400401,$177,650
ROOM 1015,WAVECHILD TOP,S400489,$204,750
RALPH LAURAN,RALPH'S CLUB PARFUM TOP,S400141,$246,900
RALPH LAUREN,RALPH'S CLUB NEW YORK,PB454,$355,1300
RALPH LAUREN,POLO RED,S40049,$120,440
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
RALPH LAUREN,POLO BLUE,,$130,475
RALPH LAUREN,POLO SPORT TOP,,$130,475
RALPH LAUREN,WOMAN,,$130,475
RALPH LAUREN,POLO DEEP BLUE,,$137,500
RALPH LAUREN,POLO 67,PB40080,$355,1300
RALPH LAUREN,POLO EARTH AUSTRALSANDALWOOD,PB40081,$245,900
RALPH LAUREN,POLO OUD,,$130,475
RALPH LAUREN,POLO ULTRA BLUE MAN,,$130,475
REMY LATOURE,CIGAR,PB40065,$245,900
RAMON BEJAR,BLACK STONE EXTRAIT DE PARFUM,PB40070,$464,1700
RAMAN MONEGAL,BLANCO,S400247,$174,636
RAMON  MONEGAL,MATADOR,PB547,$245,900
RAMON  MONEGAL,FLAMENCO,,$197,720
RASASI,HAWAS FIRE,S400125,$150,550
RASASI,HAWAS FOR HIM,S400142,$109,400
RASASI,AFSHAN FR,,$130,475
RASASI,BAKHOOR AL DHEKRA,,$175,640
RASASI,BAKHOOR JEBAL ALI TOP,,$191,700
RASASI,BAKHOOR RAQIYA AMBROXAN,,$145,530
RASASI,BAKHOOR RAQIYA CASHMERAN,,$161,590
RASASI,BLUE LADY,,$130,475
RASASI,EMOTION MEN,,$130,475
RASASI,GHAIR AL NAS,,$221,810
RASASI,HAREER MUSK COLLECTION,,$130,475
RASASI,INSHERAH GOLD BY RASASI,,$130,475
RASASI,NAQAYA MUSK COLLECTION,,$130,475
RASASI,NASEEM AL FAJR,,$221,810
RASASI,QASAMAT EBHAR,,$130,475
RASASI,ROYALE BLUE MEN,PB40090,$123,450
RASASI,BLUE LADY,PB40091,$130,475
RASASI,HAWAS ICE,PB40092,$137,500
RASASI,RAQIYA - D TOP,,$169,620
RASASI,RAQIYA -C (MEDIUM),,$130,475
RASASI,ROMANCE WOMEN,,$130,475
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
RASASI,ROYALE BLUE MEN,,$130,475
RASASI,ROYALE MEN,,$130,475
RASASI,SAAB AL MARAM,,$191,700
RASASI,SHARKI MUSK COLLECTION,,$130,475
RASASI,SOTOOR WAAW,,$130,475
RASASI,WISAL,,$130,475
RASASI,OUDH ALMETHALI,,$145,530
RASSASI,ARBA WARDAT,,$130,475
REEF PERFUMES,REEF 27,PB40071,$286,1050
REEF PERFUMES,REEF 29 TOP,S400505,$204,750
REEF PERFUMES,REEF 19,PB40072,$273,1000
REEF PERFUMES,REEF 11,PB40073,$273,1000
REEF PERFUMES,REEF ARABS OF DIRIYAH,PB40074,$273,1000
REEF PERFUMES,REEF 6,PB40075,$286,1050
REEF PERFUMES,REEF 33 WHITE,PB40076,$273,1000
REEF PERFUMES,REEF 33 TOP,,$251,920
REVEDOR,REVEDOR,,$130,475
RIHANA,RIRI,,$142,520
RITUALS,NUIT D'AZAR,,$221,810
RITUALS,POEME D' AZAR,,$235,860
ROBERTO CAVALLI,PARADISO ROSA,PB4571,$286,1050
ROBERTO CAVALLI,DEEP DESIRE,,$145,530
ROBERTO CAVALLI,SERPENTINE 2025,PB4567,$286,1050
ROBERTO CAVALLI,DIVINE OUD TOP,S400289,$183,670
ROBERTO CAVALLI,ROBERTO CAVALLI SIGNATURE VERDE ASSOLUTO,PB4007,$204,750
ROBERTO CAVALLI,FLORENCE,,$139,510
ROBERTO CAVALLI,JUST CAVALLI W,,$175,640
ROBERTO CAVALLI,PARADISIO ROBERTO CAVALLI,,$130,475
ROBERTO CAVALLI,ROBERTO CAVALLI AQUA,,$130,475
ROBERTO CAVALLI,ROBERTO CAVALLI GOLD W,,$130,475
ROBERTO CAVALLI,SUPREME SANDAL,,$235,860
ROCHAS,BYZANCE 2019,,$191,700
ROCHAS,AUDACE,PB40093,$286,1050
ROCHAS,L'HOMME ROCHAS,,$191,700
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
ROJA DOVE,ISOLA SNOW,S400237,$178,651
ROJA DOVE,51 POUR FEMME,,$199,730
ROJA DOVE,TAIF AOUD,IP-4575,$301,1100
ROJA DOVE,MADISON POUR FEMME,,$205,750
ROJA DOVE,DANGER POUR HOMME,,$251,920
ROJA DOVE,PERFUME DE LA NUIT,PB40094,$355,1300
ROJA DOVE,ELYSIUM NOIR,PB40095,$573,2100
ROJA DOVE,ISOLA SOL,PB40096,$464,1700
ROJA DOVE,UNITED ARAB EMIRATES (UAE),PB40097,$327,1200
ROJA DOVE,HAUTE LUXE,PB40098,$286,1050
ROJA DOVE,ENIGMA POUR FEMME,PB40099,$204,750
ROJA DOVE,A MIDSUMMER DREAM,PB501,$464,1700
ROJA DOVE,LOST IN PARIS TOP,IF-457,$437,1600
ROJA DOVE,AOUD,PB503,$286,1050
ROJA DOVE,MUSK AOUD TOP,S400520,$450,1650
ROJA DOVE,HAUTE PARFUMERIE 20TH ANNIVERSARY,PB505,$437,1600
ROJA DOVE,BURLINGTON 1819,PB506,$437,1600
ROJA DOVE,BRITANIA,PB507,$245,900
ROJA DOVE,OCENIA,PB508,$382,1400
ROJA DOVE,LAKME,PB509,$491,1800
ROJA DOVE,ELYSIUM POUR FEMME TOP,PB510,$409,1500
ROJA DOVE,ELYSIUM EAU INTENSE,PB511,$464,1700
ROJA DOVE,ELYSIUM POUR HOMME COLONGE,,$396,1450
ROJA DOVE,ELIXIR POUR FEMME ESSENCE DE PARFUM,,$205,750
ROJA DOVE,ELYSIUM POUR HOMME PARFUM TOP,S400362,$385,1410
ROJA DOVE,SCANDAL POUR HOMME,,$235,860
ROJA DOVE,OLIGARCH ROJA,,$355,1300
ROJA DOVE,AMBER AOUD,,$325,1190
ROJA DOVE,SWEETIE AOUD,,$505,1850
ROJA DOVE,TURANDOT,,$219,800
ROJA DOVE,CANDY AOUD,,$328,1200
ROJA DOVE,APEX,S40077,$342,1250
ROJA DOVE,ISOLA BLU TOP,S400470,$328,1200
ROJA DOVE,MANHATTAN EAU DE PARFUM,,$199,730
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
ROSENDO MATEU,ROSENDO MATEU NO 5 TOP,,$355,1300
ROSENDO MATEU,ROSENDO MATEU NO 5 (MEDIUM),S400399,$96,352
ROSENDO MATEU,ROSENDO MATEU NO.06,,$451,1650
ROSENDO MATEU,ROSENDO MATEU NO.07,,$314,1150
SABAIK,"SABAIK,SATCOO",,$205,750
SORA DORA,JANY,PB504,$177,650
SABRINA CARPENTER,SWEET TOOTH CHERRY BABY,S400240,$124,455
SABRINA CARPENTER,SWEET TOOTH,S400473,$123,450
SADAF,SADAF TR,,$130,475
SANDAL,SANDAL,,$145,530
SANDAL,SANDAL TOP,,$205,750
SANDAL ROSE,SANDAL ROSE GR,,$130,475
SANDALIYA,SANDALIYA SP,SN4009,$150,550
SANDALIYA,SANDALIYA TOP,SN4008,$287,1050
SANTA EULAILA,CROCUS,,$183,670
SARAH BAKER,PEACH'S REVENGE,,$148,540
SCULPTURE,SCULPTURE GR,,$130,475
SENSUAL 1,SENSUAL,,$130,475
SHAIK,CHIC SHAIK NO.70,,$265,970
SHAIK,SHAIK CLASSIC GOLD EDITION MEN,,$251,920
SHAIK,SHAIK NO 30,,$221,810
SHAIK,"SHAIK NO,77 MEN TOP",,$145,530
SHAIK,"SHAIK NO,77 MEN (MEDIUM)",,$130,475
SHAIK,SHEIKH 77 ENGLAND TOP,,$145,530
SHAIK,SHAIK OPULENT NO 33,,$150,550
SHAMAMA AMBER,SHAMAMA AMBER,,$130,475
SHEIKH AL ARAB,SHEIKH AL ARAB,,$130,475
SHEIKH AL SHUYUKH,SHEIKH AL SHUYUKH TOP,,$161,590
SHEIKH AL SHUYUKH,SHEKH AL SYUK,,$130,475
SHEIKHA,SHEIKHA,,$130,475
SHEKH RASHID,SHEKH RASHID,,$596,2180
SISLEY,EAU DE SOIR SISLEY,,$130,475
SO OUD,SO OUD,,$130,475
SOL DE JANEIRO,BRAZILIAN CRUSH CHEIROSA 62,S40103,$109,400
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
SOL DE JANEIRO,CHEIROSA 59,PB511,$178,650
SOL DE JANEIRO,CHEIROSA 40,PB512,$178,650
SOL DE JANEIRO,RIO RADIANCE MIST,PB513,$191,700
SOL DE JANEIRO,CHEIROSA 48,PB514,$178,650
SOL DE JANEIRO,CHEIROSA 87,PB515,$130,450
SOL DE JANEIRO,DANCA MISTICA,PB516,$150,550
SOL DE JANEIRO,FLOR MISTICA,PB517,$137,500
SOL DE JANEIRO,SUMMER E AMOR,PB518,$130,475
SOL DE JANEIRO,CHEIROSA 39,PB519,$130,475
SOL DE JANEIRO,CHEIROSA 76,PB520,$150,550
SOL DE JANEIRO,CHEIROSA 71,PB530,$130,475
SOSPIRO,ACCENTO TOP,,$355,1300
SOSPIRO,CAVATINA SOSPIRO,IF-06,$464,1700
SOSPIRO,ACCENTO SUPER,,$265,970
SOSPIRO,VIBRANNA,,$150,550
SOSPIRO,ENSEMBLE,,$221,810
SOSPIRO,ERBA PURA TOP,,$311,1140
SOSPIRO,ERBA PURA SUPER,S40086,$175,644
SOSPIRO,LAYLATI,,$430,1575
SOSPIRO,IL PADRINO,PB521,$286,1050
SOSPIRO,MARASCHINO TOP,PB522,$464,1700
SOSPIRO,MUSE,,$235,860
SOSPIRO,OPERA,,$235,860
SOSPIRO,OUVERTURE,,$205,750
SOSPIRO,VIBRATO TOP,S400420,$199,730
SOSPIRO,ERBA PURA MAGICA,,$355,1300
SOSPIRO,PRIMA DONNA,,$301,1100
SALVATORE,FERRAGAMO EMOZIONE,PB520,$286,1050
SECOND WIFE,SECOND WIFE,DL-4474,$109,400
STEFANO RICCI,ROYAL EAGLE GOLD,PB525,$245,900
STEFANO RICCI,ROYAL EAGLE SPORT,PB526,$286,1050
STRANGELOVE NYC,DEAD OF KNIGHT,PB521,$355,1300
STEPHANE HUM LUCAS 777,MORTAL SKIN,,$221,810
STEPHANE HUM LUCAS 777,SOLEIL DE JEDDAH,,$235,860
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
STEPHANE HUMBERT LUCAS,PINK BOA,,$265,970
STEPHANE HUMBERT LUCAS,THE QUEEN & THE VIPER TOP,S400121,$260,950
STEPHANE HUMBERT LUCAS,LE 8,PB528,$355,1300
STEPHANE HUMBERT LUCAS,SEA MY LOVE TOP,S400433,$398,1460
STEPHANE HUMBERT LUCAS,SOLEIL DE JEDDAH MANGO KISS,PB530,$437,1600
STEPHANE HUMBERT LUCAS 777,LADY WHITE SNAKE  TOP,,$342,1250
STEPHANE HUMBERT LUCAS 777,GOD OF FIRE TOP,S400350,$342,1250
STEPHANE HUMBERT LUCAS 777,SAND DANCE,,$311,1140
STEPHANE HUMBERT LUCAS 777,VENOM INCARNAT,,$186,680
SUGAR BABY / SOFT,SUGAR BABY / SOFT,,$130,475
SUHAILAH,SUHAILAH,,$130,475
SUHALAH,MUKALLAT  SHU,,$130,475
SULTAN,SULTAN BEST,,$161,590
SWISS ARABIAN,ARAIS,,$130,475
SWISS ARABIAN,SHAGHAF AMBER INFUSION,PB507,$273,1000
SWISS ARABIAN,SGAGHAF VANILLA TOFFEE,PB508,$191,700
SWISS ARABIAN,CHI CHI PINK SAPIL,,$130,475
SWISS ARABIAN,DUKHOON AL YAS,,$130,475
SWISS ARABIAN,JANNATUL FIRDOUS,,$130,475
SWISS ARABIAN,KASHKHA,S400159,$150,550
SWISS ARABIAN,LAYALI,,$130,475
SWISS ARABIAN,MUKHALAT MALAKI,,$145,530
SWISS ARABIAN,MUKHALLAT ARAIS LUZI,,$130,475
SWISS ARABIAN,NOORA,,$130,475
SWISS ARABIAN,NOORA LUZI,,$130,475
SWISS ARABIAN,OUD MANG,,$130,475
SWISS ARABIAN,RAKKAN TOP,,$161,590
SWISS ARABIAN,RASHIKA,,$130,475
SWISS ARABIAN,SEHR AL SHEILA,,$139,510
SWISS ARABIAN,SHUMOUKH AL GHUTRA,,$139,510
SWISS ARABIAN,SHAGHAF OUD AZRAK,,$213,780
SWISS ARABIAN,MUSK 74,,$150,550
SERGE LUTENS,CHERGUI,PB510,$327,1200
TAMBURINS,PUMPKINI,PB511,$204,750
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
TALZI,TALZI,,$130,475
TAUER PERFUMES,AIR DU DESERT MAROCAIN,,$161,590
TAUER PERFUMES,2 L AIR DU DESERT MAROCAIN TOP,PB550,$573,2100
TEA ROSE,TEA ROSE,,$130,475
THAMEEM,CULLINAN DIAMOND,,$213,780
THAMEEN,CARVED OUD,,$205,750
THAMEEN,NOT TELLING,PB532,$355,1300
THAMEEN,REGENT LEATHER,,$160,585
THAMEEN,RIVIERE,,$205,750
THAMEEN,BLUE HEART,,$260,950
THAMEEN,ROYAL SAPPHIRE,S400106,$180,660
THE BEAUTIFUL M. SERIES,BOUDICCA WODE,,$221,810
THE BEAUTIFUL M. SERIES,VOL 1 /INTELLIGENCE & FANTASY,,$265,970
THE BEAUTIFUL M. SERIES,VOLUME 2/ THE BEAUTIFUL MIND,,$475,1740
THE BODY SHOP,BLACK MUSK,S400143,$150,550
THE BODY SHOP,MUSK TAHARA,,$130,475
THE HOUSE OF OUD,BONBON POP TOP,IP-5781,$491,1800
THE HOUSE OF OUD,EMPATHY,,$221,810
THE HOUSE OF OUD,WIND HEAT,,$260,950
THE SPRIT OF DUBAI,DUBAI OUD TOP,IP-652,$327,1200
THE SPRIT OF DUBAI,MEYDAN TOP,S40047,$270,990
THE MERCHANT OF VENICE,IMPERIAL EMERALD,,$221,810
THIERRY MUGLER,ALIEN PULP,IP-457,$314,1150
THIERRY MUGLER,ALLIEN WOMEN,IP-4590,$219,800
THIERRY MUGLER,A*MEN FANTASM,23625-I,$160,587
THIERRY MUGLER,MUGLER A*MEN STELLAR,PB556,$286,1050
THIERRY MUGLER,A MEN PURE HAVANE,PB557,$286,1050
THIERRY MUGLER,ALIEN EXTRAINTENSE 2025,PB558,$355,1300
THIERRY MUGLER,A* MEN PURE MALT,PB559,$286,1050
THIERRY MUGLER,ALIEN FOR MAN,,$130,475
THIERRY MUGLER,ANGEL MUSK,,$130,475
THIERRY MUGLER,ANGEL,S400387,$191,700
THIERRY MUGLER,ANGEL ELIXIR,,$130,475
THOMAS KOSMALA,NO.14 COZY MOOD,,$185,680
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
THOMAS KOSMALA,NO. 9 BUKHOOR TOP,,$738,2700
THOMAS KOSMALA,NO.09 BUKHOOR SUPER,,$342,1250
THOMAS KOSMALA,NO.09 BUKHOOR,,$130,475
THOMAS KOSMALA,"NO 4 APRES L"" AMOUR",S400310,$251,920
THOMAS KOSMALA,A NEVER ENDING LOVE,,$403,1475
THOMAS KOSMALA,NO 4 NEON,,$342,1250
THOMAS KOSMALA,No 5 FRENESIE,,$164,600
THOMAS KOSMALA,NO.12 OUD DOUZE,,$366,1340
THOMAS KOSMALA,TONIC BLANC NO 1,,$358,1310
TIZIANA TERENZI,OMICRON,PB825,$327,1200
TIZIANA TERENZI,AFRODITE,,$199,730
TIZIANA TERENZI,ANDROMEDA TOP,S400311,$260,950
TIZIANA TERENZI,PHIVELE,PB40010,$286,1050
TIZIANA TERENZI,CASANOVA,,$221,810
TIZIANA TERENZI,CASSIOPEA,,$130,475
TIZIANA TERENZI,TELEA,PB570,$286,1050
TIZIANA TERENZI,OSOLA,PB571,$286,1050
TIZIANA TERENZI,ILBA,PB472,$177,650
TIZIANA TERENZI,NOTTEBUIA,PB473,$245,900
TIZIANA TERENZI,URSA,PB474,$382,1400
TIZIANA TERENZI,DRACO,,$235,860
TIZIANA TERENZI,KIRKE TOP,S400330,$328,1200
TIZIANA TERENZI,ORION,,$415,1520
TIZIANA TERENZI,PORPORA,,$281,1030
TIZIANA TERENZI,CUBIA,,$175,640
TIZIANA TERENZI,MIRACH,,$221,810
TIZIANA TERENZI,GUMIN,,$295,1080
TIZIANA TERENZI,NERO OUDH,,$478,1750
TIZIANA TERENZI,DELOX,,$314,1150
TIZIANA TERENZI,VITTORIALE 2022,,$396,1450
TIZIANA TERENZI,HALLEY,,$317,1160
TIZIANA TERENZI,UXALPHA,,$273,1000
TIZIANA TERENZI,STRUO,,$148,540
TIZIANA TERENZI,KIRKE OVERDOSE TOP,,$451,1650
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
TOM FORD,FIGUE EROTIQUE TOP,S400461,$401,1470
TOM FORD,NOIR EXTREME PARFUM,,$342,1250
TOM FORD,BLACK LACQUER PRIVE BLEND TOP,,$361,1320
TOM FORD,EAU D OMBRE LEATHER TOP,,$205,750
TOM FORD,BLACK LACQUEUR,,$355,1300
TOM FORD,EAU D OMBRE LEATHER,,$150,550
TOMFORD,OMBER LEATHER 2018 TOP,S40064,$221,810
TOMFORD,LOST CHERRY TOP,S400359,$205,750
TOMFORD,LOST CHERRY SUPER,S400392,$109,400
TOMFORD,BLACK ORCHID,S400278,$186,680
TOMFORD,F FABULOUS TOP,S400158,$235,860
TOMFORD,METALLIQUE,,$130,475
TOMFORD,NEROLI PROTOFINO,,$161,590
TOMFORD,NOIR ANTHRACITE,,$130,475
TOMFORD,NOIR EXTREME TOP,S400340,$246,900
TOMFORD,OUD MINERALE,,$130,475
TOMFORD,OUD WOOD INTENSE,,$161,590
TOMFORD,SOLEIL BLANC TOP,S400363,$301,1100
TOMFORD,EAU DE SOLEIL BLANC 2025,PB580,$205,750
TOMFORD,VANILLA FATALE 2024 TOP,PB581,$464,1700
TOMFORD,PLUM JAPONISH,PB582,$341,1250
TOMFORD,NOIR DE NOIR TOP,PB583,$355,1300
TOMFORD,SOLEIL NEIGE,PB584,$327,1200
TOMFORD,FOUGREE D ARGENT TOP,S400212,$327,1200
TOMFORD,JASMINE ROUGE TOP,PB586,$464,1700
TOMFORD,AMBER ABSOLUTE TOP,PB587,$327,1200
TOMFORD,WHITE SUEDE TOP,IP475,$301,1100
TOMFORD,SOLEIL DE FEU TOP,PB589,$464,1700
TOMFORD,ROSE DE RUSSIE,PB591,$464,1700
TOMFORD,NEROLI PROTOFINO TOP,PB592,$382,1400
TOMFORD,CAFE  ROSE TOP,PB593,$327,1200
TOMFORD,SANTAL BLUSH TOP,PB594,$382,1400
TOMFORD,TOBACCO OUD  TOP,,$246,900
TOMFORD,TOVACCO VANILLAH TOP,,$205,750
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
TOMFORD,TOMFORD NOIR TOP,,$286,1050
TOMFORD,TOMFORD NOIR,,$130,475
TOMFORD,TUSCAN LEATHER TOP,,$221,810
TOMFORD,TUSCAN LEATHER  (MEDIUM),S400395,$82,300
TOMFORD,VANILLE FATALE,,$191,700
TOMFORD,VELVET ORCHID,,$161,590
TOMFORD,VENETIAN BERGAMOT,,$221,810
TOMFORD,WOOD OUD TOP,S400305,$328,1200
TOMFORD,WOOD OUD  SP,S400394,$96,350
TOMFORD,BLACK ORCHID PARFUM,,$311,1140
TOMFORD,BITTER PEACH  (MEDIUM),,$169,620
TOMFORD,GREY VETIVER,,$130,475
TOMFORD,ROSE PRICK,,$221,810
TOMFORD,TUBEREUSE NUE,,$221,810
TOMFORD,BEAU DE JOUR,,$295,1080
TOMFORD,SOLEIL  BRULANT,,$295,1080
TOMFORD,LAVENDER EXTREME,,$235,860
